gloss,video_count,train_count,val_count,test_count,participant_count,asl_lex_codes
HAIRCLIPPER,30,15,4,11,27,E_02_080
HAIRCUT,30,16,3,11,29,C_02_081
HAIRDRESSER,30,14,4,12,27,G_03_016
HAIRDRYER1,30,13,5,12,28,B_02_078
HAIRDRYER3,30,14,5,11,26,K_01_091
HALF,30,14,4,12,27,F_03_040
HAMBURGER,30,13,4,13,28,A_01_004
HANDSOFF,30,14,4,12,27,H_02_027
HANDSOME4,30,14,2,14,25,E_03_041
HANG,30,16,3,11,29,E_02_063
HAPPEN,30,13,4,13,28,B_03_080
HARP,30,16,4,10,28,F_02_073
HAT1,30,14,3,13,28,A_02_045
HATCH1,30,14,5,11,30,J_02_069
HAVE,30,14,4,12,29,B_03_057
HE,30,14,4,12,29,F_02_044
HEADBACK,30,15,2,13,27,H_03_100
HEARTTOUCH,30,14,4,12,27,E_03_097
HELICOPTER3,30,14,4,12,28,K_03_063
HELL,30,15,5,10,27,G_03_008
HELMET2,30,13,5,12,28,K_01_066
HIGHHEELS,30,13,4,13,26,F_02_008
HIS,30,16,4,10,28,F_02_058
HIT2,30,13,3,14,26,K_01_111
HITCHHIKE,30,13,5,12,25,J_02_034
HOLD1,30,14,4,12,27,F_02_080
HOLIDAY,30,14,4,12,28,D_03_031
HOLY,30,15,3,12,29,G_01_072
HONEST,30,14,4,12,29,B_01_028
HONEY2,30,13,5,12,28,J_03_052
HONGKONG,30,15,3,12,28,G_02_004
HOOD,30,15,5,10,27,H_03_104
HOODIE2,30,14,4,12,28,K_02_122
HORRIBLE,30,14,4,12,29,D_03_049
HOUR,30,13,4,13,28,C_02_072
HOUSE,30,16,3,11,29,D_03_086
HUMOR,30,15,4,11,27,H_03_063
HUNDRED,30,14,4,12,27,H_03_027
HURRICANE,30,14,4,12,28,F_02_061
HURRY,30,16,3,11,29,G_01_075
HURT,30,14,4,12,29,E_01_002
ICE,30,15,3,12,28,G_03_020
IF,30,15,4,11,28,G_03_017
ILOVEYOU,30,14,4,12,27,F_01_102
IMMATURE,30,14,4,12,27,G_01_082
IMMERSE,30,13,5,12,27,E_02_032
IMPACT,30,15,4,11,28,D_02_051
IMPRESS,30,14,4,12,27,F_02_032
INCREDIBLE,30,14,3,13,27,J_03_080
INDIAN,30,14,3,13,26,C_03_009
INFECTION,30,14,4,12,27,H_02_057
INJECT,30,13,5,12,28,D_03_009
INNOCENT,30,13,5,12,27,G_02_062
INSIDE,30,13,5,12,25,H_01_047
INSPIRE,30,14,4,12,27,G_02_051
INSTEAD,30,14,4,12,27,H_01_079
INSTINCT,30,14,5,11,29,NA
INSULT,30,15,4,11,29,A_03_006
INSURANCE,30,14,4,12,29,D_02_030
INTELLIGENT,30,15,3,12,27,H_02_080
INTENTIONAL,30,16,4,10,28,G_02_040
INTERNET,30,13,4,13,28,C_02_032
INTERPRET,30,14,5,11,25,J_02_009
INTERPRETER,30,15,4,11,28,D_02_066
INVISIBLE,30,14,4,12,27,G_03_078
IRON1,30,13,4,13,28,D_01_063
IRON2,30,14,5,11,27,K_03_040
IRON3,30,14,4,12,28,K_02_106
ISRAEL,30,13,4,13,28,B_02_018
JACKET1,30,16,3,11,29,C_02_008
JACKET2,30,13,3,14,26,K_02_079
JACKET4,30,13,5,12,28,K_03_053
JAWDROP,30,13,5,12,25,J_02_014
JELLY,30,13,4,13,28,C_02_040
JELLYFISH,30,14,5,11,30,G_03_049
JOIN,30,14,4,12,27,G_03_039
JOURNEY,30,14,4,12,27,E_03_037
JUGGLER,30,14,5,11,30,E_03_051
JUICE2,30,14,4,12,27,G_03_022
JUMPROPE,30,14,5,11,29,G_01_019
KANGAROO1,30,13,4,13,27,K_02_012
KICK1,30,14,3,13,27,K_03_084
KICK2,30,16,3,11,29,G_03_087
KID,30,16,3,11,30,C_03_057
KILL,30,14,4,12,26,D_01_013
KINDERGARTEN,30,14,4,12,27,H_03_062
KISSONCHEEK,30,14,4,12,27,F_03_018
KITE1,30,14,4,12,29,A_02_030
KNIFE1,30,14,4,12,29,B_02_011
KNIFE2,30,16,3,11,29,K_03_043
KNIGHT3,30,14,3,13,26,K_01_053
KNIGHT4,30,14,3,13,26,K_02_034
KNITTING1,30,16,3,11,29,K_03_013
KNITTING2,30,16,3,11,29,D_03_071
KNOCK,30,14,4,12,27,F_01_042
KNOCKOFF,30,15,3,12,29,H_03_035
KNOWNOTHING,30,14,5,11,26,H_02_064
LAMP1,30,14,4,12,29,D_03_037
LANGUAGE,30,15,4,11,29,A_01_067
LASTWEEK,30,14,4,12,27,H_01_098
LAWYER,30,13,4,13,28,A_03_007
LEAD,30,14,5,11,30,J_01_046
LEAF1,30,15,3,12,29,D_02_083
LEAF2,30,15,3,12,28,K_02_073
LEAGUE,30,14,4,12,26,H_01_092
LEAK,30,14,5,11,29,F_02_038
LEAVE,30,15,3,12,28,B_02_084
LEMON2,30,13,5,12,28,K_03_017
LEND,30,15,3,12,29,J_01_088
LESBIAN,30,14,4,12,27,H_01_057
LESSON,30,15,3,12,27,D_03_083
LETTER1,30,13,5,12,28,C_01_031
LICK2,30,14,4,12,27,F_02_090
LIFT2,30,14,4,12,28,K_03_029
LIGHTSON,30,15,3,12,26,E_03_066
LIKE,30,15,3,12,27,F_03_063
LIMITED,30,15,3,12,27,G_01_003
LINE,30,16,3,11,29,C_02_069
LINGUISTICS,30,15,3,12,28,H_01_004
LIPS,30,14,4,12,27,G_02_043
LISTEN,30,12,6,12,26,K_01_117
LIVE1,30,13,5,12,28,B_03_061
LIVE2,30,14,4,12,29,B_03_046
LOAD1,30,15,3,12,28,H_01_055
LOAD2,30,16,3,11,27,K_02_003
LOBSTER2,30,16,3,11,29,K_03_039
LOBSTER3,30,13,5,12,28,K_01_051
LOCKER,30,13,3,14,25,K_01_126
LONELY,30,15,3,12,28,B_03_078
LONG,30,16,3,11,29,G_01_059
LOOKBACK,30,13,5,12,28,J_01_094
LOOKFOR,30,13,5,12,28,B_03_045
LOOKFORWARD,30,15,3,12,27,F_02_022
LOOKLIKE,30,14,5,11,29,G_03_029
LOVE,30,13,5,12,27,G_01_068
LOYAL,30,13,4,13,28,D_03_017
MAD,30,14,4,12,27,F_01_084
MAGNET1,30,13,3,14,26,K_01_026
MAIL2,30,13,5,12,28,K_01_112
MAILMAN,30,15,3,12,27,F_02_082
MAJOR,30,13,5,12,28,J_01_057
MANAGE,30,14,4,12,27,J_01_023
MARCH,30,14,4,12,27,J_01_013
MARRY,30,14,4,12,28,F_02_007
MASSAGE,30,14,5,11,27,H_01_100
MEACULPA,30,17,4,9,29,K_03_048
MEAN1,30,13,4,13,28,C_01_046
MEASURE2,30,13,4,13,27,K_02_054
MEDITATE2,30,14,4,12,27,K_01_033
MELON,30,14,4,12,27,G_03_025
MEMBER,30,14,3,13,26,F_02_046
MENTION,30,14,5,11,30,J_03_012
MEXICAN2,30,13,3,14,26,H_03_091
MICROPHONE,30,14,4,12,27,F_02_096
MILK1,30,15,4,11,29,A_01_051
MIME,30,13,4,13,26,D_03_019
MINIMUM1,30,15,5,10,29,NA
MISS,30,14,4,12,27,G_02_049
MISSING,30,14,5,11,28,E_02_017
MIX2,30,15,4,11,29,K_03_118
MONSTER,30,13,3,14,26,F_03_014
MONTH,30,15,4,11,29,A_01_073
MOOSE,30,14,4,12,28,G_02_100
MOP2,30,13,4,13,27,K_02_064
MOTIVATION1,30,14,4,12,29,G_03_037
MOUNTAIN2,30,13,4,13,28,K_03_108
MUMMY,30,14,4,12,26,G_03_077
MURDER,30,15,3,12,27,F_02_077
MUSCLE,30,14,4,12,27,G_01_095
MUSHROOM,30,14,5,11,29,E_02_089
MY,30,13,4,13,28,C_01_060
NAIL,30,14,4,12,27,G_03_010
NAKED,30,15,4,11,26,H_01_087
NAVEL,30,15,3,12,26,E_03_007
NAVY,30,15,3,12,28,H_03_049
NECK,30,14,4,12,27,F_02_081
NECKLACE4,30,13,5,12,28,K_02_080
NEED,30,15,3,12,29,C_02_034
NEEDLE,30,16,3,11,28,H_02_077
NEPHEW,30,15,4,11,29,A_01_005
NERVE,30,14,4,12,28,G_02_045
NET,30,14,5,11,29,G_02_021
NEWSPAPER,30,16,3,11,30,D_02_053
NEWSTOME,30,14,4,12,27,H_01_078
NEWYORK,30,13,4,13,28,B_01_034
NEXTTO,30,14,4,12,27,F_03_008
NEXTYEAR,30,15,3,12,28,J_03_083
NO,30,16,3,11,30,C_03_041
NOBIGDEAL,30,14,4,12,27,H_03_044
NOISE,30,14,4,12,29,E_02_031
NOOSE,30,13,4,13,26,G_02_076
NOT,30,14,4,12,29,E_01_100
NOTCARE,30,13,4,13,28,D_03_044
NOTHINGATALL,30,15,3,12,28,J_03_032
NOTMIND,30,16,4,10,30,G_01_060
NOTUNDERSTAND,30,14,5,11,26,G_01_049
NOW,30,15,3,12,29,C_03_062
NUMBERS,30,13,4,13,28,C_02_051
NURSE,30,15,3,12,28,C_03_065
NUT2,30,14,3,13,26,K_02_066
OBSESS,30,13,5,12,28,J_03_002
OBVIOUS,30,14,5,11,28,E_03_056
OCEAN,30,14,4,12,27,G_03_076
OFFHAND,30,13,5,12,27,E_01_072
OFFICE,30,13,4,13,28,A_01_063
OHISEE,30,15,4,11,28,E_01_038
OIL1,30,16,4,10,29,K_01_077
OIL3,30,13,5,12,28,K_03_068
OLD,30,13,4,13,28,D_01_007
OLDEST,30,16,5,9,26,H_03_024
ON,30,16,3,11,27,E_03_004
ONCE,30,15,3,12,28,J_02_059
ONEMORE1,30,15,2,13,27,H_03_041
ONEYEARAGO,30,14,5,11,29,H_02_043
OOH,30,14,5,11,26,H_01_013
OPENBOOK,30,16,3,11,29,E_02_022
OPENWALLET,30,15,4,11,28,E_03_002
OPERATEMACHINE,30,14,4,12,27,G_02_026
OPINION1,30,15,3,12,28,J_01_108
OPTION,30,15,4,11,28,F_01_092
ORAL,30,15,3,12,28,C_03_024
ORDER2,30,15,3,12,29,C_03_036
OUTSIDE,30,15,3,12,27,E_03_071
OVER,30,15,3,12,27,F_03_079
OVERLOOK,30,14,4,12,28,G_01_066
OVERNIGHT,30,13,5,12,28,J_01_076
PACK,30,15,3,12,29,H_02_060
PAGEANT,30,14,5,11,26,H_02_100
PAIR,30,15,3,12,28,H_03_031
PANTS1,30,15,4,11,30,A_01_058
PARACHUTE3,30,15,3,12,26,K_01_059
PARADE,30,14,4,12,29,B_02_039
PARALLEL,30,14,4,12,27,H_03_067
PARANOID,30,15,3,12,29,J_02_021
PARK,30,15,3,12,29,E_03_028
PASS,30,14,4,12,27,H_03_033
PAST,30,12,4,14,27,C_01_049
PAYOFFBILLS,30,15,4,11,26,F_03_036
PEANUTBUTTER,30,15,4,11,28,E_02_077
PEAR,30,15,4,11,28,F_02_006
PEEL1,30,16,3,11,30,K_01_052
PEEL3,30,16,4,10,28,H_03_052
PENGUIN,30,14,5,11,28,F_01_088
PERMISSION,30,14,4,12,27,G_03_093
PERSPECTIVE,30,14,4,12,27,H_01_006
PHARMACIST,30,14,5,11,28,E_01_051
PHILADELPHIA,30,14,4,12,27,H_02_023
PHOTOGRAPHY,30,15,3,12,28,J_01_038
PICKLE,30,14,4,12,28,H_03_098
PICNIC,30,13,4,13,27,E_03_040
PIG,30,15,3,12,28,A_02_032
PINEAPPLE1,30,15,3,12,29,C_02_088
PINEAPPLE2,30,16,3,11,29,K_03_076
PINEAPPLE5,30,14,5,11,26,K_02_011
PINON,30,14,4,12,27,G_02_096
PIPE3,30,15,4,11,29,K_03_113
PIPE4,30,14,5,11,27,K_01_011
PJS,30,14,5,11,28,E_03_102
PLAIN,30,13,5,12,26,E_03_079
PLATFORM,30,14,4,12,27,E_03_070
PLENTY,30,14,5,11,28,E_01_014
PLIERS,30,14,5,11,28,D_01_032
PLOW1,30,14,5,11,29,H_02_058
POINT,30,13,4,13,28,D_01_075
POOLGAME,30,13,5,12,28,D_02_010
POPE,30,15,5,10,27,G_02_077
PORCUPINE,30,13,5,12,26,G_01_033
POSTPONE,30,14,4,12,27,H_01_012
POTATO,30,15,4,11,29,A_03_050
POWER,30,13,5,12,28,C_03_069
PREDICT,30,15,4,11,28,F_01_058
PREGNANT,30,14,5,11,26,H_01_031
PRETTY,30,14,4,12,29,C_01_022
PRINCE,30,13,3,14,26,E_01_003
PRINCIPAL,30,14,4,12,27,H_01_030
PRISON,30,14,4,12,28,A_01_090
PROBLEM2,30,15,3,12,29,C_03_010
PROFOUNDLYDEAF,30,14,4,12,27,H_02_016
PROGRAM,30,14,4,12,27,G_02_084
PROOF,30,15,3,12,27,E_02_019
PROPOSE,30,15,3,12,29,H_02_026
PROXIMALIZATION,30,14,5,11,25,J_01_106
PUBLIC,30,14,4,12,27,H_02_029
PULL,30,12,5,13,27,D_02_062
PUNCHFACE,30,14,4,12,27,J_01_051
PUT,30,14,4,12,27,F_03_046
PUTASIDE,30,15,4,11,28,G_02_007
PUTINBACKMIND,30,14,4,12,25,E_01_076
PUZZLED,30,14,4,12,29,B_01_012
QTIP,30,15,3,12,27,F_03_074
QUARTER,30,15,3,12,29,H_02_049
QUEEN,30,14,4,12,28,A_03_055
RABBIT1,30,16,3,11,29,C_02_024
RAINBOW,30,15,5,10,27,F_03_001
RAISIN,30,13,4,13,25,E_03_019
RAT,30,15,4,11,28,D_02_081
RAZOR2,30,18,3,9,29,K_03_103
REACH,30,14,5,11,26,K_01_107
READY,30,14,4,12,27,F_03_042
REALLYINTO,30,14,4,12,27,H_02_079
REALSICK,30,14,5,11,30,G_01_071
REDFACED,30,15,3,12,27,F_03_030
REDUCE,30,14,4,12,29,E_01_042
REFLECT,30,14,5,11,28,E_03_036
REFRIGERATOR,30,14,4,12,27,G_01_001
REFUSE,30,14,4,12,27,H_01_062
RELATIONSHIP,30,14,4,12,29,B_01_023
RELAX1,30,15,4,11,28,D_03_081
RELAX2,30,13,5,12,28,K_02_032
RELIEF,30,14,5,11,27,H_01_063
REMEMBER1,30,14,4,12,27,H_03_038
REQUEST,30,14,4,12,25,E_01_024
RESCUE,30,14,5,11,29,H_02_067
RESIST,30,14,4,12,27,G_03_030
REST,30,13,4,13,28,B_01_031
RESTLESS,30,14,4,12,27,E_03_003
REVENGE,30,16,3,11,29,D_03_088
RIBBONAWARD,30,14,5,11,26,K_01_122
RIDE2,30,14,4,12,27,F_03_023
RISK,30,14,3,13,28,F_02_026
ROAR2,30,15,4,11,26,K_02_094
ROCKET1,30,15,3,12,27,E_01_016
ROCKET2,30,15,4,11,28,E_02_088
ROLE,30,15,3,12,28,H_03_036
ROLLERBLADING,30,15,3,12,29,D_02_033
ROLLERSKATING,30,14,4,12,29,A_02_074
ROLLUPSLEEVES,30,15,4,11,28,H_03_034
ROOF,30,15,3,12,27,F_01_039
ROOM,30,15,4,11,29,A_01_024
ROOMMATE,30,14,4,12,27,H_03_073
ROOSTER,30,13,5,12,28,A_03_051
RUIN,30,14,4,12,27,G_02_060
RUN2,30,16,5,9,26,J_01_100
RUNOUTOF,30,14,4,12,27,G_01_077
RUSSIA,30,16,3,11,29,D_02_091
SAD,30,14,4,12,28,B_02_053
SALAD,30,14,5,11,29,A_02_061
SAME1,30,13,4,13,28,B_02_009
SANDWICH1,30,15,4,11,29,A_01_015
SANDWICH3,30,16,3,11,29,K_03_072
SANDWICH4,30,13,5,12,26,K_02_086
SATURDAY,30,13,4,13,28,D_01_028
SAVEMONEY,30,15,3,12,28,G_02_074
SAXOPHONE,30,13,4,13,26,G_03_015
SCAN,30,15,3,12,28,C_03_039
SCARF1,30,13,4,13,28,A_03_013
SCARF3,30,14,5,11,26,K_01_086
SCARF4,30,14,5,11,28,K_03_085
SCARMEMORY,30,15,3,12,27,F_03_089
SCHOOL,30,16,3,11,30,C_03_089
SCIENTIST,30,15,4,11,29,A_01_020
SCORE,30,14,3,13,25,H_01_060
SCOUT,30,14,4,12,27,H_02_099
SCREWDRIVER2,30,14,4,12,28,K_03_041
SCROLLDOWN,30,17,3,10,30,C_03_084
SECRET,30,15,4,11,28,C_03_076
SENIORCITIZEN,30,14,4,12,27,H_03_097
SENSITIVE,30,14,5,11,28,J_02_091
SENTENCE1,30,14,4,12,28,NA
SEQUENCE,30,14,4,12,27,E_02_008
SERIOUS,30,14,3,13,28,B_01_071
SEVEN,30,14,4,12,27,F_03_087
SHAKESPEARE,30,13,5,12,28,J_03_105
SHAME,30,15,4,11,28,D_03_008
SHAMEONYOU,30,14,4,12,27,H_01_066
SHAPE,30,14,3,13,27,F_01_005
SHARP1,30,15,3,12,29,G_01_055
SHARP2,30,15,4,11,28,H_01_105
SHARPEN3,30,15,4,11,28,K_03_097
SHAVE5,30,15,4,11,28,H_03_018
SHOES,30,15,3,12,28,A_02_057
SHOOT1,30,14,4,12,27,J_01_024
SHOOTING,30,14,4,12,27,F_01_049
SHORTWORD,30,16,3,11,30,J_02_087
SHOULD,30,14,4,12,27,G_02_079
SHOULDER3,30,14,5,11,27,K_03_006
SHOUT1,30,14,4,12,26,J_03_005
SHOUT2,30,15,3,12,26,K_02_084
SHOVEL2,30,16,3,11,29,K_03_008
SHOW,30,15,3,12,28,C_01_050
SHOWER,30,13,4,13,27,A_02_001
SHUTOUT,30,14,4,12,27,G_03_026
SIGNINGFLUENTLY,30,16,3,11,27,F_03_069
SIGNPAPER,30,15,3,12,29,H_03_094
SILLY,30,14,4,12,28,B_01_090
SILVER,30,14,5,11,28,D_03_091
SINGLE,30,16,3,11,29,H_01_018
SINGLEOUT,30,15,3,12,28,J_01_061
SIREN,30,14,4,12,27,G_03_065
SKIRT,30,16,3,11,28,A_01_046
SKUNK,30,16,3,11,28,G_01_032
SLED1,30,13,5,12,26,F_01_010
SLED2,30,13,5,12,27,G_02_027
SLEEP,30,13,5,12,28,B_03_037
SLICE2,30,14,4,12,27,J_01_035
SLICE4,30,15,4,11,28,K_02_057
SLIDE1,30,14,4,12,27,F_01_100
SMILE2,30,15,3,12,28,K_03_023
SMOKE,30,14,4,12,27,H_01_046
SNAIL,30,14,4,12,26,G_01_067
SNAKE,30,12,5,13,27,A_01_043
SNAPSTICK,30,14,4,12,28,K_01_080
SNOB,30,13,4,13,28,B_03_042
SNOW2,30,16,3,11,29,K_03_081
SNOWMAN,30,14,4,12,27,G_03_073
SO,30,15,3,12,27,G_01_069
SOAP1,30,15,4,11,29,A_01_084
SOCCER1,30,15,3,12,28,A_03_004
SODA,30,13,5,12,28,C_03_030
SOFT,30,14,5,11,28,E_03_013
SOFTBALL,30,15,5,10,26,G_01_030
SOMERSAULT1,30,16,4,10,29,K_02_118
SOMETIMES,30,13,5,12,27,E_02_038
SORRY,30,15,3,12,28,C_01_020
SOUND,30,14,4,12,27,H_02_096
SOUR,30,14,4,12,27,F_03_060
SOUTH,30,15,3,12,29,C_02_029
SOW,30,13,4,13,26,H_01_075
SPECIALIST,30,15,3,12,28,H_01_038
SPECIFIC,30,14,4,12,25,E_02_091
SPENDLOTSOFMONEY,30,14,5,11,28,E_02_083
SPILL1,30,14,4,12,26,G_01_037
SPLASH-CA,30,13,5,12,26,K_02_037
SPREAD1,30,15,4,11,28,G_03_012
SPREAD3,30,14,4,12,28,K_03_080
SPRING,30,14,5,11,28,E_03_074
SQUARE,30,15,3,12,29,J_01_060
STACK1,30,14,4,12,28,K_02_102
STACK3,30,15,3,12,28,J_01_096
STADIUM,30,15,3,12,27,G_01_086
STAFF,30,15,3,12,28,C_01_071
STAMP1,30,14,4,12,27,G_02_098
STAMP2,30,15,2,13,27,F_03_093
STAPLER,30,15,5,10,30,G_02_005
STARE,30,15,3,12,27,G_01_034
START,30,13,5,12,28,B_01_011
STAY,30,14,4,12,27,F_02_050
STEAM,30,15,3,12,28,J_01_011
STETHOSCOPE1,30,13,5,12,28,D_03_028
STETHOSCOPE2,30,16,4,10,29,K_03_086
STILL,30,14,4,12,27,G_02_085
STIMULATE,30,14,4,12,27,H_02_035
STOPWATCH,30,14,4,12,29,F_01_067
STORY3,30,14,4,12,27,J_01_007
STRAIN2,30,14,5,11,26,K_01_076
STRAW,30,15,4,11,28,G_01_092
STRAWBERRY3,30,15,4,11,28,K_01_009
STRAWBERRY4,30,13,5,12,28,K_02_017
STRICT,30,14,4,12,29,C_01_047
STRONG,30,15,4,11,28,G_03_027
STRUCTURE,30,14,4,12,27,H_01_035
STRUGGLE,30,14,4,12,27,H_03_102
STUBBORN,30,14,4,12,29,B_03_086
STUCK,30,15,4,11,28,E_01_019
STUDENT,30,14,4,12,29,A_02_012
STUDY,30,15,3,12,29,G_01_090
STUMBLE,30,15,3,12,29,J_02_079
STUPID1,30,13,4,13,28,C_01_058
SUIT,30,13,5,12,27,G_01_103
SUMMER,30,15,3,12,28,B_02_037
SUMMON,30,15,3,12,28,K_02_075
SUNBATHE1,30,14,3,13,26,K_03_034
SUNDAY,30,14,4,12,28,J_02_001
SUNSET,30,14,4,12,28,B_02_087
SUPERVISE,30,14,4,12,27,J_01_018
SUPPORT1,30,14,4,12,27,F_03_066
SURE,30,16,3,11,29,C_03_044
SURGERY,30,14,4,12,27,H_03_046
SUSPENDERS2,30,14,4,12,27,E_01_028
SWALLOW,30,13,4,13,28,B_02_019
SWEARIN,30,15,3,12,29,J_02_016
SWEAT,30,14,4,12,27,H_02_051
SWEATER1,30,15,3,12,28,K_02_090
SWEATSHIRT,30,16,4,10,30,E_01_018
SWING2,30,14,5,11,28,F_02_085
SYSTEM,30,14,4,12,27,H_01_061
TABLE,30,15,4,11,29,A_03_025
TAKE,30,16,3,11,29,G_01_093
TAKEPILL,30,14,4,12,25,F_01_045
TALKDIRTY,30,11,5,14,24,H_02_046
TAN,30,15,3,12,27,F_02_072
TANKTOP,30,16,3,11,29,E_01_009
TAPE,30,14,4,12,27,G_01_017
TEA,30,15,3,12,28,A_02_052
TEETH,30,16,3,11,30,D_01_040
TELL,30,15,3,12,29,C_02_013
TEMPORARY,30,15,4,11,28,G_03_067
TENDENCY,30,14,4,12,27,G_03_089
TEST,30,16,3,11,30,D_01_060
THEATRE,30,13,4,13,28,D_01_052
THEORY,30,15,3,12,29,J_03_042
THERE,30,14,4,12,29,D_02_060
THERMOMETER,30,16,3,11,30,D_02_012
THESE,30,14,4,12,27,G_03_095
THIN,30,13,4,13,28,C_02_002
THINKOBSESS,30,14,5,11,26,G_03_079
THINKPENETRATE,30,14,4,12,27,G_01_039
THIS/IT,30,15,4,11,26,F_01_035
THOUGHTDISAPPEAR,30,15,3,12,27,G_01_051
THRILLED,30,14,4,12,27,G_02_070
THROW1,30,14,3,13,27,C_03_081
THROWAWAY,30,15,3,12,26,E_02_070
THUNDER,30,15,3,12,27,F_03_015
THURSDAY,30,13,5,12,28,B_02_045
TICKLE,30,17,3,10,29,H_01_073
TIE1,30,15,4,11,29,A_01_013
TIEUP1,30,13,5,12,28,K_03_035
TIMEOUT,30,13,5,12,28,K_02_063
TIMEPROGRESS,30,14,4,12,27,H_02_061
TIRED,30,13,4,13,28,D_02_050
TISSUE,30,14,5,11,30,G_02_032
TOAGOAL,30,14,4,12,27,F_01_026
TODAY,30,15,4,11,28,E_02_006
TOGETHER,30,14,4,12,27,G_01_097
TOMORROW,30,16,4,10,28,F_02_040
TOOTHBRUSH,30,16,3,11,29,D_03_073
TOOTHBRUSH-CA,30,14,5,11,27,K_03_058
TOPIC,30,14,4,12,27,H_01_103
TORNADO,30,14,4,12,29,A_02_047
TOSS,30,15,3,12,29,J_03_009
TOSSOUT,30,15,3,12,29,H_02_037
TOTAL,30,15,3,12,29,H_01_071
TOUCH,30,16,3,11,28,G_03_063
TOUGH,30,14,5,11,29,H_03_010
TOW1,30,15,3,12,28,K_02_010
TOWEL,30,15,4,11,28,F_01_007
TOY2,30,13,4,13,26,J_01_056
TRAFFIC,30,14,4,12,29,B_01_043
TRANSGENDER,30,15,5,10,26,J_01_082
TRASH,30,14,4,12,29,A_01_035
TRIM1,30,13,4,13,28,K_01_062
TRIP2,30,13,4,13,28,K_03_102
TROPHY,30,15,4,11,28,D_02_086
TRUCK1,30,13,3,14,26,G_03_007
TRUEBUSINESS,30,14,5,11,28,E_03_068
TRY,30,14,4,12,29,B_02_034
TUBETOP,30,14,5,11,30,E_01_067
TURBAN,30,14,5,11,27,F_03_090
TURKEY1,30,13,4,13,28,A_02_078
TURNAROUND,30,14,5,11,27,J_02_086
TURNKEY,30,14,5,11,29,E_01_056
TWOOFUS,30,14,4,12,27,H_02_090
TWOWEEKS,30,15,3,12,28,J_03_066
UGLY,30,15,3,12,28,C_01_019
UNAWARE,30,15,3,12,28,H_03_082
UNDER,30,14,4,12,28,E_02_087
UNDERWEAR2,30,13,5,12,28,K_02_112
UNIQUE,30,13,5,12,27,F_01_015
UNIVERSE,30,13,5,12,28,K_01_127
UNTIL,30,15,4,11,28,H_02_018
UP,30,14,5,11,30,E_01_069
UPSET2,30,15,4,11,28,F_01_075
USE,30,15,4,11,28,D_03_043
VAGINA,30,14,4,12,26,F_02_065
VALIDATE,30,14,4,12,27,H_03_051
VALUE,30,15,5,10,27,H_03_085
VAMPIRE,30,16,3,11,29,K_03_123
VANILLA,30,15,3,12,27,F_01_022
VANISH,30,14,4,12,27,H_02_098
VASE,30,16,3,11,29,E_02_028
VERY,30,14,4,12,27,G_02_101
VIDEOCAMERA2,30,14,4,12,28,K_03_011
VISION,30,14,4,12,28,J_01_025
VISIT,30,14,5,11,27,H_03_080
VISUALIZE,30,14,4,12,27,H_01_027
VOCABULARY,30,14,4,12,27,H_01_082
VOLLEYBALL,30,15,3,12,28,A_02_006
VOLUNTEER,30,14,4,12,27,H_02_062
W.H.A.T,30,15,3,12,28,G_02_089
WADE1,30,16,3,11,27,K_03_024
WADE2,30,15,5,10,27,H_01_036
WAIT,30,13,4,13,28,B_02_016
WAITER,30,14,4,12,29,A_01_061
WALLET,30,14,5,11,30,F_01_081
WALRUS,30,16,3,11,27,E_02_078
WAND,30,15,3,12,26,E_03_016
WANT2,30,15,3,12,28,C_03_013
WAR,30,14,4,12,29,B_03_075
WASHFACE1,30,14,4,12,27,G_01_011
WASHFACE2,30,15,3,12,28,J_01_078
WATER,30,14,4,12,29,A_02_031
WAY,30,13,4,13,28,C_02_073
WEEKEND,30,14,4,12,27,H_01_009
WEIGHT,30,15,4,11,28,E_02_037
WEIRD,30,14,4,12,27,H_02_011
WELL,30,13,4,13,28,D_01_009
WEST,30,13,4,13,28,D_03_053
WET,30,13,4,13,28,B_02_065
WHEEL,30,15,5,10,27,H_03_069
WHEELBARROW,30,15,5,10,26,F_03_070
WHILE,30,16,2,12,28,H_02_032
WHITE,30,14,5,11,28,E_03_046
WHYNOT,30,14,4,12,27,H_02_034
WIDE,30,15,3,12,29,J_02_052
WIFE,30,16,3,11,30,D_03_025
WILL,30,15,3,12,27,F_03_025
WINDOWOPEN,30,14,4,12,25,E_02_075
WINDY,30,14,4,12,27,G_02_080
WISE,30,15,4,11,28,G_02_023
WITCH2,30,13,5,12,27,K_03_022
WITH,30,15,3,12,28,C_02_074
WITHOUT,30,15,3,12,28,H_03_021
WOMAN2,30,14,5,11,26,K_01_101
WOOD,30,15,3,12,29,C_03_031
WORKSHOP,30,14,4,12,27,J_02_055
WORSE,30,14,5,11,29,H_01_011
WRAP,30,14,5,11,28,E_02_050
WRONG,30,13,5,12,28,B_01_055
YAWN4,30,13,5,12,28,K_02_048
YES,30,15,5,10,26,G_03_074
YESTERDAY,30,16,3,11,30,D_01_024
YOUNG,30,15,4,11,28,D_03_013
ZIPPER,30,16,3,11,30,D_01_034
ZOOMIN,30,15,3,12,28,B_02_056
ACCIDENT,29,14,4,11,27,B_02_059
ACCOMPLISH,29,12,4,13,27,C_02_085
ADULT,29,15,3,11,28,C_03_008
AGAIN,29,13,4,12,27,J_02_013
AGREEMENT,29,15,3,11,29,C_02_078
